specialty,product-cat,caption,vendor,order_date,expiry_date,quantity,unit_cost,total_cost,shelf_life_days,days_to_expiry,product_order_count,avg_reorder_gap_days,risk_score,risk_tier
Surgery,Forceps,Cheatle Forceps,Lotus Surgicals,2024-01-12,2028-01-12,10,42.9,429.0,1461,532,12,71.58333333333333,15.2,Low
Surgery,Scalpel,B.P. Handle (Scalpel Handle) No. 9,Ben Franklin Opticians,2023-12-30,2027-12-30,12,22.4,268.8,1461,519,16,67.375,15.2,Low
Surgery,Scissors,Metzenbaum Scissors (Curved),Integra,2024-06-10,2028-06-10,32,37.9,1212.8,1461,682,16,59.1875,15.2,Low
Monitor,BP Monitor,Rossmax X5 Automatic Blood Pressure Monitor,Stryker,2024-01-06,2028-01-06,21,309.904,6507.984,1461,526,8,69.125,15.2,Low
Anesthesia Equipment,Nebulizer Face Mask,Nebulizer Face Mask Kit for Adults,Abbott,2024-09-02,2027-09-02,30,19.9,597.0,1095,400,28,36.857142857142854,15.2,Low
Lab Plasticware,Micropipettes and Tips,Micropipette Stand (Pack of 2 Pcs.),Girish Surgical Works,2024-08-12,2028-08-12,19,134.402,2553.638,1461,745,7,129.57142857142858,15.2,Low
Gastroenterology Instruments,Rectal Speculum,Mathieu Rectal Speculum,Thyrocare Technologies Limited,2024-05-05,2028-05-05,5,274.9,1374.5,1461,646,10,102.2,15.2,Low
Anesthesia Equipment,Oxygen Cylinder & Regulators,Portable Oxygen Cylinder 6 liters,Reckitt Benckiser,2024-04-14,2027-04-14,18,80.08,1441.44,1095,259,48,20.666666666666668,15.2,Low
Hollowware,General Quality,"Dressing Drum 6"" x 4"" - General Quality",Fortis Healthcare Limited,2024-10-12,2028-10-12,23,54.9,1262.7,1461,806,5,146.0,15.2,Low
Ortho Instruments,Saw,Plaster Saw - Engel,Gesco Healthcare,2024-12-10,2028-12-10,8,47.6,380.8,1461,865,5,161.6,15.2,Low
OB/GYN Instruments,Vacuum Extractor Sets - Electric,Vaccum Extractor Electric With S.S. Cups,SISCO ,2023-11-18,2027-11-18,5,1999.9,9999.5,1461,477,8,56.375,15.2,Low
Ortho Instruments,Bender,Plate Bender Large (Pair),Romsons,2025-03-07,2029-03-07,20,134.4,2688.0,1461,952,5,185.0,15.2,Low
ENT Instruments,Laryngoscope,LED Laryngoscope Set Macintosh (1 Year Warranty),CDR MEDICAL INDUSTRIES,2024-07-03,2028-07-03,33,224.0,7392.0,1461,705,31,34.54838709677419,15.2,Low
Lab Plasticware,Measuring Cylinders,Measuring Cylinders,Rama Surgical House,2025-02-11,2029-02-11,29,51.92,1505.68,1461,928,5,115.4,15.2,Low
Surgery,Forceps,Hartmann Nasal Polypus Forceps,Max Healthcare Institute Limited,2023-10-27,2027-10-27,5,36.9,184.5,1461,455,21,50.23809523809524,15.2,Low
Cardiothoracic Instrument,Retractor,IMA Retractor,Romsons Group Of Industries,2023-11-12,2027-11-12,30,1589.9,47697.0,1461,471,20,41.3,15.2,Low
OPT Equipments,Electrosurgical Unit,Reusable Silicone Patient Plate / Pad Without Cable,Santosh Surgical Instruments,2024-11-23,2028-11-23,12,145.488,1745.856,1461,848,4,157.75,15.2,Low
Surgery,Instrument Kit,ENT Instrument Kit,Ben Franklin Opticians,2023-11-19,2027-11-19,26,336.0,8736.0,1461,478,18,57.0,15.2,Low
Anesthesia Equipment,Laryngoscope,LED Laryngoscope Set Macintosh (1 Year Warranty),Dolphin Surgical,2024-05-21,2027-05-21,16,224.0,3584.0,1095,296,31,34.54838709677419,15.2,Low
Anesthesia Equipment,Mouth Opener,Emergency Mouth Opener,Romsons Group Of Industries,2024-08-03,2027-08-03,21,16.8,352.8,1095,370,18,60.388888888888886,15.2,Low
Lab Equipment,Hot Air Sterilizers,"Hot Air Sterilizer, Double Wall, Universal Type, Upto 250ÂºC 216 Ltrs Aluminium Chambers",B. Braun,2024-02-16,2028-02-16,11,4240.096,46641.056,1461,567,10,81.5,15.2,Low
Lab Equipment,Hot Air Sterilizers,"Hot Air Sterilizer, Double Wall, Universal Type, Upto 250ÂºC 324 Ltrs SS Chambers",Max Healthcare Institute Limited,2023-04-30,2027-04-30,26,7901.04,205427.04,1461,275,1,1.0,15.2,Low
Surgery,Forceps,Mayo Safety Pin Instrument Holder,Rama Surgical House,2023-11-24,2027-11-24,2,11.2,22.4,1461,483,16,58.25,15.2,Low
Sterilizers,Electric Autoclave,"Autoclave (24 litres) Electric, Pressure Cooker Type, Epoxy Finish",Lotus Surgicals,2024-07-17,2027-07-17,9,869.9,7829.1,1095,353,17,54.1764705882353,15.2,Low
Orthopedics,Padding,Orthopedic cast padding,Baxter,2023-09-30,2027-09-30,7,19.9,139.3,1461,428,5,43.2,15.2,Low
Ortho Instruments,Bender,Orthopedic K. Wire Bender,Rama Surgical House,2025-02-11,2029-02-11,10,56.0,560.0,1461,928,5,178.8,15.2,Low
Surgery,Suction Units Portable,Suction Unit - ABS (20 Ltrs./Min),Gesco Healthcare,2025-01-12,2029-01-12,40,896.0,35840.0,1461,898,24,41.125,15.2,Low
Surgery,Forceps,"Negus Artery Forceps 8""",Karl Storz,2024-09-16,2028-09-16,30,64.9,1947.0,1461,780,13,79.15384615384616,15.1,Low
Sterilizers,Ultraviolet Chamber,"UV Cabinet, 15 Trays",Rama Surgical House,2024-08-04,2027-08-04,13,999.9,12998.7,1095,371,17,60.05882352941177,15.1,Low
General,Cylinder,Emergency Oxygen Cylinder Kit,HI-TECH LAB PRODUCTS,2024-05-06,2027-05-06,6,826.0,4956.0,1095,281,37,27.27027027027027,15.1,Low
Surgery,Instrument Kit,Cesarean Section Set,Vishal Surgitech,2024-02-26,2028-02-26,24,599.2,14380.8,1461,577,13,81.92307692307692,15.1,Low
Surgery,Retractor,Deaver Retractor,Baxter,2024-06-21,2028-06-21,33,25.0,825.0,1461,693,20,50.95,15.1,Low
Misc Products,Blanket,Emergency Foil Blankets,Vishal Surgitech,2024-10-10,2028-10-10,22,9.9,217.8,1461,804,6,144.5,15.1,Low
Hollowware,General Quality,"IndoSurgicals Instrument Tray 15x12"" (General Quality)",Dr. Lal PathLabs Limited,2024-03-14,2028-03-14,21,84.9,1782.9,1461,594,4,87.5,15.1,Low
Surgery,Forceps,Bonney Tissue Forceps,Lotus Surgicals,2023-12-06,2027-12-06,21,26.9,564.9,1461,495,18,59.833333333333336,15.1,Low
Furniture,Stretchers,Spine Board Stretcher,Karl Storz,2024-12-04,2028-12-04,7,889.956,6229.692,1461,859,4,159.5,15.1,Low
Radiology Aid,Lead Aprons,NoPbÂ® Full Protection - Partial Over Lap (Wrap Around Lead Apron),Karl Storz,2024-11-04,2028-11-04,34,2262.4,76921.6,1461,829,2,40.0,15.1,Low
Surgery,Retractor,Deaver Retractor,Braun Medical India,2024-08-29,2028-08-29,35,25.0,875.0,1461,762,20,50.95,15.1,Low
Laparoscopic Instrument,Gynecology Instruments,Mangeshkar Type Uterine Manipulator,Dr. Lal PathLabs Limited,2023-05-21,2027-05-21,20,599.9,11998.0,1461,296,2,6.5,15.1,Low
Surgery,Scissors,"Trauma Shears 7.5""",Santosh Surgical Instruments,2023-10-21,2027-10-21,16,19.9,318.4,1461,449,15,47.2,15.1,Low
General,Resuscitator,Silicone Artificial Resuscitator (Ambu Type Bag) Infant,Max Healthcare Institute Limited,2024-04-27,2027-04-27,14,79.9,1118.6,1095,272,45,23.755555555555556,15.1,Low
Surgery,Retractor,Caspar Cervical Retractor,Hindustan Surgical,2023-10-27,2027-10-27,19,1999.9,37998.1,1461,455,20,49.35,15.1,Low
Lab Plasticware,Funnels,Funnels Long Stem,Baxter,2025-03-28,2029-03-28,4,109.15,436.6,1461,973,5,189.4,15.1,Low
Surgery,Forceps,Hartmann Nasal Polypus Forceps,Bauch & Lomb,2023-11-02,2027-11-02,1,36.9,36.9,1461,461,21,50.23809523809524,15.1,Low
Spine Surgery,Forceps,Disc Punch Forceps (Serrated) Straight,Ambu,2024-09-18,2028-09-18,15,349.9,5248.5,1461,782,7,137.85714285714286,15.1,Low
Furniture,Stretchers,Emergency & Recovery Trolley,Terumo,2024-02-07,2028-02-07,11,4683.184,51515.024,1461,558,8,76.875,15.1,Low
Surgery,Retractor,Retractor Casper & Cloward with 10 Blade,Shilpa Medicare Limited,2023-12-28,2027-12-28,17,1598.9,27181.3,1461,517,16,66.4375,15.1,Low
Lab Plasticware,Measuring Jugs,Measuring Jugs (Euro Design),Intersurgical,2024-08-18,2028-08-18,17,69.738,1185.546,1461,751,5,129.4,15.1,Low
Monitor,BP Monitor,Digital B.P Monitor,Trivitron Healthcare Private Limited,2024-04-18,2028-04-18,24,209.44,5026.56,1461,629,10,96.4,15.1,Low
Disposables,Urology,Sterimed Silicone Foley Balloon Catheter 3 Way,Ambu,2024-11-04,2028-11-04,6,21.28,127.68,1461,829,4,150.75,15.1,Low
Monitor,BP Monitor,Rossmax X5 Automatic Blood Pressure Monitor,Hindustan Syringes,2024-01-07,2028-01-07,18,309.904,5578.272,1461,527,8,69.125,15.1,Low
Laparoscopic Instrument,Trocar with Cannula,SPC Trocar,Dr. Lal PathLabs Limited,2024-04-12,2028-04-12,10,179.9,1799.0,1461,623,2,95.0,15.1,Low
Linen,Hospital Uniform,"IndoSurgicals Scrub Suit for Doctors, Unisex, Poly Cotton (Navy Blue)",Santosh Surgical Instruments,2024-04-23,2028-04-23,10,69.9,699.0,1461,634,5,96.0,15.0,Low
OB/GYN Instruments,Vaginal Speculum Cusco / Duck Bill (Sims),Vaginal Speculum - Duck Bill (Sims),3M India,2023-11-29,2027-11-29,1,19.9,19.9,1461,488,17,57.11764705882353,15.0,Low
Anesthesia Equipment,Nebulizer Face Mask,Nebulizer Face Mask Kit for Child,Hindustan Syringes,2025-03-18,2028-03-18,33,19.9,656.7,1096,598,24,41.291666666666664,15.0,Low
Laparoscopic Instrument,Reducer,Reducer 10mm,Intersurgical,2025-01-11,2029-01-11,35,56.9,1991.5,1461,897,8,89.5,15.0,Low
Ortho Aid,Pelvic Traction Kit,Leg Traction Kit,Intersurgical,2024-06-16,2028-06-16,10,98.28,982.8,1461,688,7,111.71428571428571,15.0,Low
Anesthesia Equipment,Oxygen Cylinder & Regulators,Emergency Oxygen Cylinder Kit,Delux Surgical,2024-09-11,2027-09-11,28,826.0,23128.0,1095,409,37,27.27027027027027,15.0,Low
General,Height & Weight Scales,Weighing Trouser for Baby Weighing scales (Pack of 5 Pcs.),3M India,2025-01-22,2028-01-22,33,49.9,1646.7,1095,542,21,48.714285714285715,15.0,Low
Ortho Aid,Walking Sticks,Walking Stick Tips/Shoes,Integra,2024-03-05,2028-03-05,22,14.91,328.02,1461,585,9,83.88888888888889,15.0,Low
Cardiothoracic Surgery,Suture,Polypropylene suture,Braun Medical India,2024-09-05,2028-09-05,12,48.9,586.8,1461,769,6,132.83333333333334,15.0,Low
Surgery,Instrument Kit,Chalazion Instruments Set,Karl Storz,2023-10-28,2027-10-28,13,406.0,5278.0,1461,456,20,47.85,15.0,Low
Surgery,Retractor,Adson-Beckman Retractor Folding,Johnson & Johnson,2023-10-27,2027-10-27,3,369.9,1109.7,1461,455,21,48.285714285714285,15.0,Low
Opthalmology Instruments,Retractor,Desmarres Lid Retractor,Rama Surgical House,2024-08-09,2028-08-09,22,26.9,591.8,1461,742,6,126.16666666666667,15.0,Low
Surgery,Instrument Kit,Premium Suture Practice Kit with Pad for Students,Johnson & Johnson,2023-09-23,2027-09-23,55,154.9,8519.5,1461,421,25,38.44,15.0,Low
Neurology Instruments,Clip Applicator,"Raney Clip Applicator 6""",Bard,2025-01-02,2029-01-02,28,249.9,6997.2,1461,888,6,119.83333333333333,15.0,Low
Sterilizers,Formalin Chamber,Formalin Chamber (Two Trays),Narang,2024-11-06,2027-11-06,21,377.6,7929.6,1095,465,9,92.44444444444444,15.0,Low
Surgery,Scissors,Cuticle Scissors (Curved),Max Healthcare Institute Limited,2023-11-26,2027-11-26,8,19.9,159.2,1461,485,16,55.5,15.0,Low
Surgery,Scissors,"Tungsten Carbide (TC) Metzenbaum Scissor, Straight",AJMERA BIO-MEDICAL ENGINEERS,2025-01-11,2029-01-11,36,189.9,6836.4,1461,897,13,61.69230769230769,15.0,Low
Surgery,Forceps,"Tonsil Artery Forceps (Straight) 8""",ACCURATE MACHINES,2024-03-16,2028-03-16,30,64.9,1947.0,1461,596,11,86.81818181818181,15.0,Low
Surgery,Scissors,Episiotomy Scissors,Reckitt Benckiser,2023-09-30,2027-09-30,17,45.9,780.3,1461,428,25,40.24,15.0,Low
Surgery,Forceps,Crile Artery Forceps (Curved),3M India,2023-12-01,2027-12-01,23,35.9,825.7,1461,490,16,57.0625,15.0,Low
Ortho Aid,Knee Calf & Ankle Splints,Knee Support with Hinges,SISCO ,2024-09-21,2028-09-21,7,52.815,369.705,1461,785,5,137.8,15.0,Low
Surgery,Forceps,Bonney Plain Forceps,Johnson & Johnson,2024-11-06,2028-11-06,34,26.9,914.6,1461,831,20,52.15,15.0,Low
Linen,Lab Coat,"Unisex Lab Coat (Length 34"")",Cook India,2024-09-17,2028-09-17,12,59.9,718.8,1461,781,6,137.16666666666666,15.0,Low
Surgery,Forceps,Cheatle Forceps,Thyrocare Technologies Limited,2024-01-23,2028-01-23,15,42.9,643.5,1461,543,12,71.58333333333333,15.0,Low
Lab Equipment,Laboratory Microscope,Trinocular Microscope,Fortis Healthcare Limited,2024-05-13,2028-05-13,24,4995.536,119892.864,1461,654,7,100.42857142857143,14.9,Low
ENT Instruments,Mirror,Post Nasal Mirror,GPC Medical,2025-01-25,2029-01-25,30,13.9,417.0,1461,911,6,115.5,14.9,Low
Cardiothoracic Instrument,Retractor,Finochietto Retractor,Apollo Hospitals Enterprise Limited,2023-12-21,2027-12-21,23,578.9,13314.7,1461,510,17,62.05882352941177,14.9,Low
Surgery,Scissors,Tonsil Scissors (Straight),Bard,2025-01-06,2029-01-06,37,37.9,1402.3,1461,892,22,44.90909090909091,14.9,Low
Lab Equipment,Laboratory Incubators,Laboratory Incubator Universal Type 324 Ltrs SS Chambers,Inor Medical Products Ltd,2023-11-28,2027-11-28,21,8253.84,173330.64,1461,487,8,55.0,14.9,Low
Surgery,Suction Units Portable,"Suction Unit - AC/DC, ABS (30 Ltrs./Min)",Santosh Surgical Instruments,2024-04-13,2028-04-13,32,1592.64,50964.48,1461,624,16,60.125,14.9,Low
Ortho Aid,Wrist & Elbow Splints,Wrist and Forearm Splint (Left),Wockhardt Limited,2024-10-20,2028-10-20,23,41.895,963.585,1461,814,5,103.8,14.9,Low
Surgery,Instrument Kit,Hemorrhoid Piles Gun with Forceps,Narang,2024-02-19,2028-02-19,18,263.2,4737.6,1461,570,13,77.6923076923077,14.9,Low
OPT Equipments,OT Lights,O.T. Light Ceiling Halogen,Braun Medical India,2023-10-28,2027-10-28,7,6880.698,48164.886,1461,456,19,46.36842105263158,14.9,Low
Ortho Aid,Wrist & Elbow Splints,Wrist Brace with Thumb,Poly Medicure,2024-09-10,2028-09-10,11,21.21,233.31,1461,774,6,133.16666666666666,14.9,Low
Surgery,Forceps,Dissecting Forceps Plain,Siemens Healthineers,2023-11-25,2027-11-25,8,19.9,159.2,1461,484,18,54.44444444444444,14.9,Low
Surgery,Forceps,Vulsellum Forceps Curved,GPC Medical,2023-12-21,2027-12-21,8,47.6,380.8,1461,510,17,61.11764705882353,14.9,Low
Surgery,Forceps,Tube Milking Forceps,Integra,2023-12-28,2027-12-28,10,199.9,1999.0,1461,517,15,63.06666666666667,14.9,Low
Lab Plasticware,Lab Bottles,Wash Bottles (New Type),Becton Dickinson,2024-09-09,2028-09-09,33,80.948,2671.284,1461,773,3,21.333333333333332,14.9,Low
Lab Plasticware,Coplin Jar & Slide Boxes,"Slide Box, Polystyrene (PS)",Reckitt Benckiser,2024-06-25,2028-06-25,8,17.9,143.2,1461,697,8,112.625,14.9,Low
Monitor,BP Monitor,Omron Automatic Blood Pressure Monitor,Trivitron Healthcare Private Limited,2023-10-11,2027-10-11,20,190.96,3819.2,1461,439,23,42.0,14.9,Low
Opthalmology Instruments,Chopper,Phaco Chopper,Arena Medical Care,2024-08-19,2028-08-19,2,44.9,89.8,1461,752,6,128.0,14.9,Low
Surgery,Scalpel,B.P. Handle (Scalpel Handle) No. 10,Reckitt Benckiser,2023-12-11,2027-12-11,20,22.4,448.0,1461,500,17,59.411764705882355,14.9,Low
Ortho Aid,Cervical Splints,Cervical Collar (Boneless),Abbott,2024-02-17,2028-02-17,10,26.565,265.65,1461,568,4,77.25,14.9,Low
Surgery,Instrument Kit,Premium Suture Practice Kit with Pad for Students,Johnson & Johnson,2023-09-25,2027-09-25,54,154.9,8364.6,1461,423,25,38.44,14.9,Low
OB/GYN Instruments,OB/GYN,Gomco Circumcision Clamp,Ambu,2025-01-12,2029-01-12,24,169.9,4077.6,1461,898,5,167.6,14.9,Low
Surgery,Retractor,Ferguson Mouth Gag,Siemens Healthineers,2024-10-20,2028-10-20,33,98.5,3250.5,1461,814,19,49.73684210526316,14.9,Low
OB/GYN Instruments,Vacuum Extractor Sets - Manual,Abortion Set - Manual,Bauch & Lomb,2024-08-12,2028-08-12,6,331.408,1988.448,1461,745,3,126.0,14.9,Low
Surgery,Retractor,Kilner (Cat Paw) Retractor,Johnson & Johnson,2024-02-29,2028-02-29,28,22.4,627.2,1461,580,17,61.88235294117647,14.9,Low
Anesthesia Equipment,Nebulizer Face Mask,Nebulizer Face Mask Kit for Adults,Thyrocare Technologies Limited,2024-06-08,2027-06-08,6,19.9,119.4,1095,314,28,36.857142857142854,14.9,Low
Dinsinfectant & Cleaning,Fumigator,Aerosol Disinfector Fumigator (5 Liters) Stainless Steel,3M India,2024-04-24,2028-04-24,3,719.8,2159.4,1461,635,9,95.22222222222223,14.9,Low
ENT Instruments,Curette,Antrum Curette Oval (Curved),Ben Franklin Opticians,2024-07-24,2028-07-24,16,45.9,734.4,1461,726,5,120.6,14.9,Low
Anesthesia Equipment,Laryngoscope,LED Laryngoscope Set Miller (1 Year Warranty),SISCO ,2024-08-28,2027-08-28,24,207.2,4972.8,1095,395,24,43.416666666666664,14.9,Low
Rubber Products,Vaginal Douche Spray,Vaginal Douche Spray,Reckitt Benckiser,2025-02-01,2029-02-01,25,45.43,1135.75,1461,918,6,170.66666666666666,14.8,Low
OB/GYN Instruments,Pessaries,Ring Vaginal Pessary Silicone Non Sterile (Medium) - 1 Pc.,Inor Medical Products Ltd,2024-06-15,2028-06-15,18,29.9,538.2,1461,687,8,108.375,14.8,Low
Lab Plasticware,General Labware,Specimen Jar (Gas Jar) (Pack of 12 Pcs.),Bauch & Lomb,2024-01-20,2028-01-20,10,101.362,1013.62,1461,540,10,68.2,14.8,Low
Dinsinfectant & Cleaning,Fumigator,Aerosol Disinfector Fumigator (5 Liters) Stainless Steel,Romsons Group Of Industries,2025-01-19,2029-01-19,27,719.8,19434.6,1461,905,9,95.22222222222223,14.8,Low
Surgery,Suction Units Electric,Suction Unit - MS (125 Ltrs./Min),Romsons Group Of Industries,2024-09-19,2028-09-19,40,7899.9,315996.0,1461,783,22,43.31818181818182,14.8,Low
Surgery,Scissors,Metzenbaum Scissors (Straight),Stryker,2024-03-21,2028-03-21,22,37.9,833.8,1461,601,9,85.0,14.8,Low
Surgery,Forceps,Mayo-Hegar Needle Holding Forceps,3M India,2023-12-17,2027-12-17,12,33.6,403.2,1461,506,18,59.611111111111114,14.8,Low
Lab Plasticware,Lab Connectors,Connectors (T & Y) (Pack of 36 Pcs.),Arena Medical Care,2024-09-18,2028-09-18,5,55.696,278.48,1461,782,5,134.0,14.8,Low
Surgery,Forceps,Artery Forceps (Curved),Siemens Healthineers,2023-11-22,2027-11-22,4,33.9,135.6,1461,481,17,53.05882352941177,14.8,Low
Surgery,Forceps,Allis Tissue Forceps Straight,AJMERA BIO-MEDICAL ENGINEERS,2023-11-07,2027-11-07,11,36.9,405.9,1461,466,21,48.23809523809524,14.8,Low
Lab Plasticware,Lab Bottles,Carboy,Santosh Surgical Instruments,2024-03-17,2028-03-17,16,150.332,2405.312,1461,597,6,84.5,14.8,Low
Lab Plasticware,Lab Bottles,Dropping Bottles (Euro Design) (Pack of 12 Pcs.),Max Healthcare Institute Limited,2024-10-20,2028-10-20,1,50.74,50.74,1461,814,5,143.4,14.8,Low
Anesthesia Equipment,Laryngoscope,LED Laryngoscope Set Macintosh (1 Year Warranty),Thyrocare Technologies Limited,2024-06-05,2027-06-05,20,224.0,4480.0,1095,311,31,34.54838709677419,14.8,Low
Surgery,Suction Units - Electric Cum Manual,Suction Unit - Dual Power - (45 Ltrs./min) (Electric cum Manual),Gesco Healthcare,2023-12-26,2027-12-26,20,2441.6,48832.0,1461,515,14,61.785714285714285,14.8,Low
Other Instruments,Doppler,Pocket Fetal Doppler,Fortis Healthcare Limited,2024-05-25,2028-05-25,35,184.9,6471.5,1461,666,3,55.333333333333336,14.8,Low
Lab Plasticware,Funnels,Powder Funnels,Reckitt Benckiser,2025-02-03,2029-02-03,7,82.718,579.026,1461,920,6,171.66666666666666,14.8,Low
Sterilizers,Electric Autoclave,"Autoclave (39 litres) Electric, Pressure Cooker Type, Mirror Finish",Baxter,2024-12-22,2027-12-22,21,1229.9,25827.9,1095,511,9,107.55555555555556,14.8,Low
Surgery,Forceps,Bonney Plain Forceps,Medtronic,2024-10-07,2028-10-07,33,26.9,887.7,1461,801,20,52.15,14.8,Low
Surgery,Forceps,Vulsellum Forceps Curved,AJMERA BIO-MEDICAL ENGINEERS,2024-03-31,2028-03-31,32,47.6,1523.2,1461,611,17,61.11764705882353,14.8,Low
Sterilizers,Electric Autoclave,"Autoclave (40 litres) Electric, Pressure Cooker Type, Mirror Finish",AJMERA BIO-MEDICAL ENGINEERS,2024-09-26,2027-09-26,31,1299.9,40296.9,1095,424,12,64.16666666666667,14.8,Low
Anesthesiology,Needle,Epidural needle,Fortis Healthcare Limited,2025-01-11,2029-01-11,8,67.8,542.4,1461,897,5,165.6,14.8,Low
General,Height & Weight Scales,Height Measuring Scale with Mechanical Weighing Scale,Fortis Healthcare Limited,2025-02-07,2028-02-07,31,271.4,8413.4,1095,558,22,47.77272727272727,14.7,Low
Lab Equipment,Laboratory Incubators,Laboratory Incubator Universal Type 91 Ltrs SS Chambers,Inor Medical Products Ltd,2024-12-29,2028-12-29,7,3383.408,23683.856,1461,884,6,161.0,14.7,Low
Anesthesia Equipment,Laryngoscope,LED Laryngoscope Set Miller (Deluxe Quality),Fortis Healthcare Limited,2024-06-09,2027-06-09,26,240.24,6246.24,1095,315,31,34.45161290322581,14.7,Low
Surgery,Forceps,"Ovum Forceps 10""",Braun Medical India,2024-08-28,2028-08-28,36,52.5,1890.0,1461,761,17,59.411764705882355,14.7,Low
Surgery,Instrument Kit,Appendectomy Instrument Kit,Bauch & Lomb,2023-11-21,2027-11-21,7,739.2,5174.4,1461,480,16,51.125,14.7,Low
Surgery,Forceps,Duval Lung Holding Forceps,Braun Medical India,2024-02-28,2028-02-28,13,109.9,1428.7,1461,579,11,78.0,14.7,Low
OB/GYN Instruments,Forceps,Kogan Endocervical Speculum,Wockhardt Limited,2024-07-12,2028-07-12,37,479.9,17756.3,1461,714,22,37.22727272727273,14.7,Low
ENT Instruments,Curette,Antrum Curette Oval,Dolphin Surgical,2023-12-03,2027-12-03,21,45.9,963.9,1461,492,8,54.375,14.7,Low
OB/GYN Instruments,OB/GYN,Uterine Sound,KLS Martin India,2024-05-20,2028-05-20,8,16.9,135.2,1461,661,4,100.75,14.7,Low
Ortho Instruments,Tubes,"Sterilization Tubes for Wires, Nails, Pins & Drill Bits",Stryker,2025-03-04,2029-03-04,34,95.536,3248.224,1461,949,6,118.5,14.7,Low
Lab Plasticware,Lab Connectors,Connectors (Cross) (Pack of 36 Pcs.),Abbott,2024-04-30,2028-04-30,7,68.322,478.254,1461,641,3,94.33333333333333,14.7,Low
Surgery,Forceps,Magill Catheter Forceps,Vishal Surgitech,2024-02-24,2028-02-24,4,48.9,195.6,1461,575,14,76.28571428571429,14.7,Low
Lab Equipment,Laboratory Incubators,Laboratory Incubator with Perfect System 91 Ltrs,Integra,2024-11-25,2028-11-25,30,7086.24,212587.2,1461,850,6,152.0,14.7,Low
Surgery,Retractor,Jolls Retractor,Rama Surgical House,2025-01-11,2029-01-11,39,332.9,12983.1,1461,897,15,67.86666666666666,14.7,Low
Anesthesia Equipment,Anaesthesia Face Masks,"Face Mask, Size 0",AJMERA BIO-MEDICAL ENGINEERS,2024-05-25,2027-05-25,11,19.6,215.6,1095,300,37,29.054054054054053,14.7,Low
Hollowware,Deluxe Quality,"Dressing Drum 6"" x 4"" (Deluxe Quality)",Hindustan Syringes,2024-05-24,2028-05-24,5,59.9,299.5,1461,665,7,100.85714285714286,14.7,Low
Other Instruments,Mask,Pocket CPR Mask,Dolphin Surgical,2024-10-10,2028-10-10,37,31.5,1165.5,1461,804,36,29.194444444444443,14.7,Low
Opthalmology Instruments,Probe,Bowman Lacrimal Probe Set of 4,Dolphin Surgical,2024-08-01,2028-08-01,17,41.9,712.3,1461,734,6,119.83333333333333,14.7,Low
Surgery,Forceps,McIndoe Plain Forceps,Hindustan Syringes,2024-03-17,2028-03-17,14,27.9,390.6,1461,597,12,83.0,14.7,Low
Radiology Aid,Lead Goggles,X Ray Lead Goggles (Wrap Around),Abbott,2025-03-27,2029-03-27,27,389.4,10513.8,1461,972,6,173.83333333333334,14.7,Low
